date,DHIAv,DHIMax,DNIAv,DNIMax,GHIAv,GHIMax,CDHIAv,CDHIMax,CDNIAv,CDNIMax,CGHIAv,CGHIMax,DPMin,DPAv,DPMax,WSMin,WSAv,WSMax,RainMin,RainAv,RainMax,RHMin,RHAv,RHMax,TMin,TAv,TMax,PMin,PAv,PMax,Weekday,Weekend,Festive,Q
2014-09-11,49.45833333,204,293.7083333,923,269.7916667,964,41.5,105,378.1666667,923,296.75,964,16.0,18.0,20.0,0.7,2.95,5.4,2.7939999999999996,3.347208333,3.885,39.7,72.39,100.0,21.0,27.625,35.0,950,950.0,950,1,0,0,12460.0
2014-09-12,84.95833333,481,148.5,898,188.70833330000002,902,42.625,109,364.0833333,899,289.4166667,944,16.0,18.79166667,20.0,0.5,1.716666667,3.0,3.1910000000000003,4.457833333,5.26,57.57,86.83625,100.0,22.0,24.54166667,29.0,950,950.0,950,1,0,0,12332.0
2014-09-13,83.5,345,5.083333333,28,87.125,366,37.29166667,102,377.125,909,288.5416667,940,17.0,18.41666667,20.0,0.9,3.775,8.0,5.144,5.490625,5.739,96.77,99.78958333,100.0,20.0,21.5,23.0,950,950.0,950,0,1,0,13060.0
2014-09-14,99.04166667,398,17.875,187,108.58333329999999,442,41.04166667,107,363.0833333,904,286.4583333,938,17.0,18.41666667,20.0,1.8,2.858333333,3.8,4.965,5.123291667,5.375,72.87,92.64166667,100.0,20.0,22.95833333,27.0,950,954.5833332999998,960,0,1,0,11096.0
2014-09-15,85.70833333,451,186.04166669999998,893,218.66666669999998,935,46.20833333,114,348.0,893,283.7916667,935,17.0,19.04166667,21.0,0.5,1.775,3.4,4.379,4.8331666669999995,5.1979999999999995,64.36,88.90875,100.0,20.0,24.25,30.0,950,956.25,960,1,0,0,10663.0
2014-09-16,99.04166667,439,152.375,818,192.04166669999998,768,59.875,170,314.375,848,275.625,910,18.0,19.875,21.0,0.4,1.6166666669999998,3.2,5.106,5.3019166669999995,5.574,67.44,90.48791667,100.0,21.0,24.83333333,30.0,950,952.0833332999998,960,1,0,1,11839.0
2014-09-17,97.875,455,178.25,902,216.375,933,41.16666667,111,361.75,912,283.4166667,933,17.0,18.66666667,20.0,0.8,2.145833333,4.3,4.468,4.831041667,5.096,48.92,80.09125,100.0,21.0,26.33333333,33.0,950,950.0,950,1,0,0,12414.0
2014-09-18,117.79166670000001,455,83.0,402,169.16666669999998,655,52.66666667,143,328.1666667,869,276.4166667,918,18.0,19.91666667,22.0,0.7,1.9958333330000002,3.7,4.544,5.167000000000001,5.942,50.01,82.07083333,100.0,21.0,26.95833333,34.0,950,950.0,950,1,0,0,11095.0
2014-09-19,123.58333329999999,445,76.75,444,185.04166669999998,752,66.20833333,174,294.0,795,268.0833333,896,20.0,21.125,23.0,0.4,0.9291666670000001,1.4,4.832,5.553125,5.992999999999999,74.97,93.63541667,100.0,23.0,25.45833333,29.0,950,950.0,950,1,0,0,12300.0
2014-09-20,102.375,439,67.70833333,824,154.41666669999998,903,59.16666667,155,311.0833333,824,270.375,903,20.0,20.70833333,22.0,0.0,1.154166667,2.7,4.588,5.133416667,5.442,80.5,94.4325,100.0,23.0,24.875,28.0,950,950.0,950,0,1,0,11803.0
2014-09-21,92.66666667,448,145.375,851,201.45833330000002,869,51.0,134,329.5,856,272.7083333,910,19.0,19.95833333,21.0,0.1,1.229166667,2.5,5.07,5.284166667,5.664,72.61,92.25291667,100.0,22.0,24.625,29.0,950,950.0,950,0,1,0,10767.0
2014-09-22,100.95833329999999,445,27.25,306,121.375,562,48.75,141,331.0416667,869,270.875,905,18.0,19.75,21.0,0.6,2.504166667,4.6,4.168,5.262791667,5.682,80.44,94.84666667,100.0,21.0,23.79166667,27.0,950,954.1666667000002,960,1,0,0,9855.0
2014-09-23,46.25,117,347.7083333,909,278.3333333,933,46.25,117,347.7083333,909,278.3333333,933,16.0,16.91666667,19.0,0.2,1.154166667,2.9,3.182,3.433208333,3.965,55.03,86.66083333,100.0,19.0,22.79166667,29.0,950,953.3333332999998,960,1,0,0,12434.0
2014-09-24,80.79166667,406,202.16666669999998,891,224.04166669999998,919,46.375,125,342.8333333,897,274.75,919,16.0,17.29166667,19.0,0.3,1.4416666669999998,3.0,3.207,3.554416667,3.886,60.94,86.53083333,100.0,19.0,23.25,29.0,950,953.75,960,1,0,0,12487.0
2014-09-25,115.83333329999999,444,74.875,807,173.75,764,49.04166667,138,332.9166667,888,269.9583333,906,17.0,17.58333333,19.0,0.5,1.5583333330000002,3.0,3.8710000000000004,4.106541667,4.343,60.03,87.00625,100.0,20.0,23.41666667,29.0,950,952.9166667000002,960,1,0,0,10850.0
2014-09-26,55.41666667,313,2.125,33,57.08333333,338,59.16666667,161,303.5416667,828,262.5833333,888,17.0,18.125,20.0,0.1,1.5,2.9,4.399,4.763,5.063,68.3,90.97166667,100.0,20.0,23.0,28.0,950,950.0,950,1,0,0,10898.0
2014-09-27,85.75,432,10.5,118,94.41666667,534,47.125,136,336.5833333,876,267.875,899,17.0,18.45833333,20.0,0.8,1.6125,2.5,3.96,4.3714583330000005,4.96,70.14,91.38208333,100.0,20.0,23.20833333,28.0,950,950.0,950,0,1,0,9960.0
2014-09-28,74.16666667,357,222.625,913,228.08333330000002,915,42.08333333,116,355.4166667,913,272.6666667,915,16.0,17.33333333,18.0,0.5,1.658333333,2.9,2.83,3.2679166669999997,3.89,56.29,84.81291667,100.0,19.0,23.75,30.0,950,950.0,950,0,1,0,10660.0
2014-09-29,54.875,196,249.16666669999998,913,240.20833330000002,923,47.04166667,125,347.1666667,913,273.0,923,16.0,16.58333333,18.0,0.2,1.425,2.8,2.46,2.67475,2.94,51.79,82.46875,100.0,19.0,23.41666667,30.0,950,950.0,950,1,0,0,11063.0
2014-09-30,44.70833333,119,353.625,915,272.6666667,921,44.70833333,119,353.625,915,272.6666667,921,15.0,16.79166667,18.0,0.5,1.154166667,2.2,2.512,2.602375,2.7689999999999997,43.78,78.98666667,100.0,19.0,24.625,32.0,950,950.0,950,1,0,0,11367.0
2014-10-01,66.45833333,369,302.8333333,915,252.5,875,40.625,108,358.5,918,269.5,909,15.0,17.25,19.0,0.9,1.4958333330000002,2.9,2.489,3.095875,3.904,41.54,77.22083333,100.0,19.0,25.875,34.0,950,950.0,950,1,0,0,11975.0
2014-10-02,60.875,355,288.4166667,886,242.625,886,42.625,117,343.0833333,886,261.625,886,17.0,19.0,21.0,0.5,1.258333333,2.5,3.984,4.299625,4.643,45.89,79.64958333,100.0,22.0,26.79166667,34.0,950,950.0,950,1,0,0,12121.0
2014-10-03,91.91666667,425,38.95833333,281,110.375,499,63.83333333,208,283.375,810,249.41666669999998,855,18.0,20.33333333,22.0,0.3,2.208333333,3.8,4.003,4.850458333,5.718,76.91,94.39416667,100.0,21.0,24.54166667,29.0,950,953.75,960,1,0,0,10946.0
2014-10-04,71.125,337,282.2083333,895,246.58333330000002,895,46.375,125,340.25,895,262.625,895,14.0,15.83333333,18.0,0.5,1.716666667,3.2,2.9130000000000003,3.2282916669999997,3.952,52.08,82.445,100.0,18.0,22.625,29.0,950,955.4166667000002,960,0,1,0,12674.0
2014-10-05,73.70833333,420,291.6666667,928,244.29166669999998,876,40.79166667,107,362.7916667,938,269.0,915,15.0,16.45833333,18.0,0.6,1.1875,2.2,1.705,2.3410833330000003,3.247,46.07,80.715,100.0,19.0,24.04166667,31.0,950,950.0,950,0,1,0,11155.0
2014-10-06,70.41666667,322,277.4166667,885,241.58333330000002,887,48.33333333,135,336.0,885,259.4166667,887,10.0,14.91666667,19.0,0.7,1.529166667,2.9,1.788,2.698791667,3.395,34.52,67.84875,100.0,20.0,25.875,34.0,950,950.0,950,1,0,0,11200.0
2014-10-07,42.58333333,112,355.1666667,931,265.0,907,42.58333333,112,355.1666667,931,265.0,907,15.0,16.70833333,19.0,0.6,1.6208333330000002,3.0,1.901,2.215583333,2.541,40.45,75.49541667,100.0,20.0,25.5,33.0,950,950.0,950,1,0,0,11374.0
2014-10-08,38.95833333,102,366.125,948,265.875,909,38.95833333,102,366.125,948,265.875,909,13.0,15.625,18.0,1.0,2.0875,4.2,1.775,2.0575,2.38,37.65,75.855,100.0,19.0,24.5,32.0,950,950.0,950,1,0,0,11989.0
2014-10-09,45.0,165,289.0,940,243.66666669999998,898,37.95833333,104,365.4166667,940,262.5416667,898,12.0,15.54166667,19.0,0.9,2.2125,4.2,2.061,2.343916667,2.786,37.07,75.9,100.0,18.0,24.45833333,33.0,950,950.0,950,1,0,0,11971.0
2014-10-10,55.25,352,311.2916667,943,243.16666669999998,893,36.75,97,365.5833333,943,260.5,893,13.0,16.125,19.0,0.9,1.8375,3.3,2.149,2.4068333330000002,2.7569999999999997,37.41,75.57458333,100.0,18.0,24.95833333,33.0,950,950.0,950,1,0,0,12142.0
2014-10-11,104.04166670000001,412,91.875,851,159.5,720,45.95833333,122,331.625,899,251.83333330000002,872,16.0,17.20833333,18.0,0.5,1.5416666669999999,3.0,2.5610000000000004,2.9360000000000004,3.3139999999999996,52.87,82.19541667,100.0,19.0,24.04166667,31.0,950,950.0,950,0,1,0,12753.0
2014-10-12,46.66666667,131,285.125,889,235.04166669999998,857,45.83333333,131,329.0416667,889,248.20833330000002,857,15.0,16.58333333,19.0,0.5,1.6291666669999998,3.5,3.134,3.392291667,3.761,40.3,77.48,100.0,19.0,24.875,33.0,950,950.0,950,0,1,0,11977.0
2014-10-13,39.08333333,106,360.375,935,256.7916667,885,39.08333333,106,360.375,935,256.7916667,885,7.0,10.70833333,17.0,1.1,3.4083333330000003,6.7,1.599,2.282875,3.362,29.75,59.76958333,90.07,16.0,23.25,30.0,950,951.25,960,1,0,0,11606.0
2014-10-14,34.45833333,92,387.5,987,265.125,911,34.45833333,92,387.5,987,265.125,911,1.0,3.583333333,7.0,1.1,1.704166667,2.9,1.034,1.212,1.5490000000000002,22.15,47.66541667,70.15,14.0,19.58333333,28.0,960,960.0,960,1,0,0,11786.0
2014-10-15,34.5,94,387.0,985,263.625,907,34.5,94,387.0,985,263.625,907,4.0,5.75,9.0,1.0,2.004166667,3.8,0.925,1.075166667,1.2329999999999999,25.65,53.00791667,79.31,14.0,20.125,29.0,950,955.0,960,1,0,0,11858.0
2014-10-16,34.625,94,381.8333333,974,259.6666667,895,34.625,94,381.8333333,974,259.6666667,895,7.0,8.791666667000001,12.0,0.8,1.525,2.9,1.131,1.284458333,1.517,26.88,56.34791667,76.99,15.0,22.29166667,32.0,950,950.0,950,1,0,0,11702.0
2014-10-17,34.125,92,384.0416667,984,259.625,897,34.125,92,384.0416667,984,259.625,897,6.0,9.333333332999999,14.0,0.7,1.4583333330000001,2.8,0.941,1.292833333,1.795,22.22,53.89958333,88.18,18.0,24.29166667,34.0,950,950.0,950,1,0,0,11934.0
2014-10-18,37.375,103,361.25,942,249.95833330000002,868,37.375,103,361.25,942,249.95833330000002,868,10.0,13.33333333,18.0,0.9,1.7583333330000002,3.5,1.5130000000000001,2.0798333330000003,2.912,37.65,68.9925,100.0,18.0,23.5,31.0,950,950.0,950,0,1,0,12672.0
2014-10-19,58.25,284,186.875,854,174.0,809,48.375,151,304.0416667,854,230.54166669999998,809,16.0,17.70833333,19.0,1.3,3.1125,5.3,3.0189999999999997,4.295583333,5.064,81.68,95.99916667,100.0,19.0,21.625,25.0,950,950.0,950,0,1,0,11542.0
2014-10-20,46.91666667,239,18.08333333,358,50.04166667,248,38.33333333,112,337.0,894,235.66666669999998,823,15.0,16.58333333,18.0,0.7,1.8041666669999998,3.3,3.758,4.040041667,4.332,70.69,91.26083333,100.0,18.0,21.33333333,26.0,950,950.0,950,1,0,0,10341.0
2014-10-21,73.25,306,26.875,385,81.58333333,343,35.83333333,93,340.0,912,235.25,826,15.0,16.58333333,18.0,0.1,1.454166667,3.4,3.895,4.017333333,4.29,65.33,91.07208333,100.0,18.0,21.375,27.0,950,950.0,950,1,0,0,11242.0
2014-10-22,73.25,343,118.91666670000001,743,125.33333329999999,519,50.625,148,289.2083333,854,225.70833330000002,807,16.0,18.0,20.0,0.7,2.3,4.0,4.003,4.459125,5.02,70.95,93.22541667,100.0,19.0,22.41666667,28.0,950,950.0,950,1,0,0,10759.0
2014-10-23,59.5,261,18.875,285,63.29166667,273,62.0,180,261.875,771,219.75,782,16.0,16.75,18.0,0.4,1.5625,3.4,2.9939999999999998,4.23025,4.973,76.0,94.68875,100.0,18.0,20.75,25.0,950,954.1666667000002,960,1,0,0,10313.0
2014-10-24,74.125,401,245.625,887,202.70833330000002,801,41.79166667,120,333.2916667,926,236.04166669999998,838,15.0,15.41666667,17.0,0.2,1.2,2.6,2.075,2.35975,2.833,51.33,84.45958333,100.0,18.0,21.75,29.0,950,958.75,960,1,0,0,11678.0
2014-10-25,37.625,103,353.1666667,938,239.20833330000002,843,37.625,103,353.1666667,938,239.20833330000002,843,13.0,13.875,15.0,0.9,1.4291666669999998,2.6,1.635,1.825125,2.001,45.6,80.25166667,100.0,17.0,21.29166667,29.0,950,958.75,960,0,1,0,11431.0
2014-10-26,32.95833333,90,372.4583333,972,242.5,853,32.95833333,90,372.4583333,972,242.5,853,11.0,12.75,15.0,1.0,1.5583333330000002,2.8,1.3430000000000002,1.4669166669999998,1.6059999999999999,40.26,77.81458333,100.0,15.0,21.0,29.0,950,950.0,950,0,1,0,11910.0
2014-10-27,33.41666667,92,369.5,970,240.66666669999998,849,33.41666667,92,369.5,970,240.66666669999998,849,9.0,11.66666667,15.0,0.9,1.3833333330000002,2.7,1.217,1.484291667,1.849,31.01,68.465,100.0,16.0,22.375,32.0,950,950.0,950,1,0,0,11331.0
2014-10-28,37.33333333,106,346.875,929,232.54166669999998,825,37.33333333,106,346.875,929,232.54166669999998,825,10.0,13.25,17.0,0.6,1.345833333,2.9,1.656,2.121166667,2.658,38.7,68.7125,100.0,19.0,23.375,31.0,950,950.0,950,1,0,0,11465.0
2014-10-29,48.75,141,304.25,841,221.91666669999998,792,48.75,141,304.25,841,221.91666669999998,792,14.0,15.29166667,16.0,0.3,1.333333333,2.8,2.5669999999999997,2.73,2.928,56.39,83.22583333,100.0,18.0,22.125,28.0,950,952.5,960,1,0,0,11540.0
2014-10-30,42.54166667,118,323.75,896,225.95833330000002,809,42.54166667,118,323.75,896,225.95833330000002,809,14.0,15.04166667,16.0,0.7,1.341666667,2.6,2.168,2.4220833330000002,2.8110000000000004,50.55,81.38666667,100.0,17.0,22.25,29.0,950,953.75,960,1,0,0,11747.0
2014-10-31,71.91666667,339,185.75,768,167.83333330000002,651,54.58333333,164,283.9166667,810,214.95833330000002,774,14.0,14.875,16.0,0.8,1.579166667,2.6,2.043,2.748625,3.551,57.79,85.85125,100.0,17.0,20.91666667,26.0,960,960.0,960,1,0,0,11577.0
2014-11-01,38.95833333,107,336.8333333,921,226.45833330000002,810,38.95833333,107,336.8333333,921,226.45833330000002,810,9.0,10.16666667,14.0,0.4,2.2208333330000003,4.5,1.7009999999999998,1.991208333,2.377,45.63,77.4125,100.0,14.0,18.16666667,25.0,960,960.0,960,0,1,0,11039.0
2014-11-02,69.91666667,359,137.83333330000002,887,129.0416667,647,33.04166667,89,348.5416667,944,224.91666669999998,806,9.0,11.875,15.0,1.1,3.079166667,5.5,2.084,2.356666667,2.799,44.09,80.51708333,100.0,13.0,19.5,28.0,950,955.8333332999998,960,0,1,0,11536.0
2014-11-03,87.04166667,363,104.54166670000001,691,134.5,537,42.95833333,139,315.2916667,910,217.91666669999998,779,11.0,13.5,17.0,1.1,2.266666667,4.1,2.083,2.603,3.262,48.17,82.81708333,100.0,15.0,20.45833333,27.0,950,950.0,950,1,0,0,11408.0
2014-11-04,77.5,282,6.625,45,81.33333333,301,45.0,126,293.125,844,209.375,760,14.0,15.41666667,17.0,0.9,1.8,2.8,2.85,3.899666667,4.981,63.22,88.16458333,100.0,18.0,20.83333333,25.0,950,950.0,950,1,0,0,11657.0
2014-11-05,44.83333333,221,1.041666667,15,45.58333333,231,47.20833333,129,275.5,835,204.625,749,10.0,14.95833333,17.0,2.0,3.208333333,4.6,4.388999999999999,4.790541667,5.074,58.15,90.05416667,100.0,14.0,20.125,28.0,950,951.6666667000002,960,1,0,0,11653.0
2014-11-06,38.33333333,210,12.0,273,39.75,217,34.45833333,98,325.9583333,891,210.66666669999998,762,10.0,10.875,12.0,1.8,3.0125,4.8,3.955,4.1674166669999995,4.516,80.6,95.16583333,100.0,14.0,15.20833333,18.0,960,960.0,960,1,0,0,10143.0
2014-11-07,30.45833333,125,3.833333333,63,31.33333333,134,39.5,113,308.875,863,207.54166669999998,753,9.0,9.916666667000001,11.0,0.3,1.8791666669999998,3.3,3.1069999999999998,3.7025,3.9560000000000004,79.08,95.2125,100.0,12.0,14.125,17.0,950,956.6666667000002,960,1,0,0,10024.0
2014-11-08,36.33333333,207,320.9583333,942,208.33333330000002,783,31.0,88,350.625,942,216.95833330000002,783,9.0,11.0,13.0,0.3,1.9916666669999998,4.2,1.9380000000000002,2.27775,2.891,58.09,86.49541667,100.0,12.0,17.16666667,24.0,950,953.3333332999998,960,0,1,0,11233.0
2014-11-09,31.04166667,88,364.5416667,972,222.58333330000002,803,31.04166667,88,364.5416667,972,222.58333330000002,803,7.0,9.333333332999999,11.0,1.1,1.591666667,2.4,1.087,1.313916667,1.8719999999999999,46.13,80.64291667,100.0,12.0,16.79166667,24.0,950,955.0,960,0,1,0,13148.0
2014-11-10,71.625,277,207.91666669999998,881,180.375,722,35.66666667,107,334.3333333,919,211.91666669999998,766,9.0,11.375,15.0,0.3,1.258333333,1.9,1.04,1.916,2.499,50.44,76.6125,97.84,13.0,19.41666667,27.0,950,950.0,950,1,0,0,11739.0
2014-11-11,86.375,363,41.79166667,293,104.79166670000001,507,35.41666667,102,325.2916667,898,207.08333330000002,754,10.0,11.54166667,13.0,0.4,1.9291666669999998,4.7,2.013,2.7389583330000002,3.4,42.15,76.52166667,100.0,14.0,19.66666667,28.0,950,950.0,950,1,0,0,11798.0
2014-11-12,39.125,205,6.5,156,42.125,277,50.91666667,158,267.5,805,196.375,721,4.0,6.75,9.0,0.6,2.166666667,3.2,2.6439999999999997,3.3452916669999997,3.603,74.73,93.27625,100.0,8.0,11.25,15.0,950,955.8333332999998,960,1,0,0,11719.0
2014-11-13,72.5,332,28.04166667,242,79.41666667,377,41.83333333,123,310.0416667,876,206.20833330000002,756,-1.0,1.166666667,4.0,0.4,2.3,3.6,1.7790000000000001,2.068291667,2.505,53.57,80.31791667,100.0,5.0,7.958333333,13.0,960,960.0,960,1,0,0,10084.0
2014-11-14,48.5,291,230.91666669999998,920,178.45833330000002,766,37.33333333,107,326.625,920,208.79166669999998,766,1.0,3.291666667,5.0,0.5,1.7625,3.6,1.676,1.749875,1.829,56.24,84.59458333,100.0,5.0,9.416666667000001,17.0,950,959.1666667000002,960,1,0,0,10431.0
2014-11-15,31.79166667,88,341.25,945,208.41666669999998,764,31.79166667,88,341.25,945,208.41666669999998,764,4.0,6.958333333,10.0,0.3,1.1125,2.6,1.62,1.8297916669999998,2.08,46.95,80.46708333,100.0,7.0,14.16666667,24.0,950,950.0,950,0,1,0,11880.0
2014-11-16,26.91666667,76,364.2916667,978,211.70833330000002,773,26.91666667,76,364.2916667,978,211.70833330000002,773,5.0,8.208333332999999,13.0,0.7,1.6333333330000002,4.4,1.464,1.652625,2.116,35.57,71.35291667,100.0,11.0,17.875,28.0,950,950.4166667000002,960,0,1,0,12179.0
2014-11-17,76.91666667,352,138.625,866,136.79166669999998,608,36.75,104,327.2916667,924,206.29166669999998,760,-2.0,0.0,7.0,0.2,3.516666667,5.1,1.4240000000000002,1.573458333,1.9869999999999999,43.09,70.41208333,100.0,4.0,8.25,14.0,960,960.0,960,1,0,1,10162.0
2014-11-18,70.95833333,331,121.29166670000001,911,145.75,725,36.83333333,106,325.0833333,918,204.70833330000002,755,-2.0,0.791666667,4.0,0.2,1.966666667,4.2,1.3530000000000002,1.6026666669999998,1.886,46.52,74.95291667,100.0,3.0,8.333333332999999,16.0,960,960.0,960,1,0,0,10918.0
2014-11-19,34.125,100,341.625,961,208.625,771,34.125,100,341.625,961,208.625,771,2.0,5.291666667,9.0,0.4,1.275,3.0,0.971,1.289541667,1.7269999999999999,42.45,82.11916667,100.0,6.0,12.45833333,21.0,950,959.5833332999998,960,1,0,0,10976.0
2014-11-20,33.5,97,331.9583333,937,202.54166669999998,750,33.5,97,331.9583333,937,202.54166669999998,750,7.0,9.041666667000001,12.0,0.2,1.116666667,2.2,1.54,1.719333333,1.8530000000000002,42.57,81.415,100.0,10.0,16.45833333,26.0,950,950.0,950,1,0,0,12205.0
2014-11-21,54.29166667,311,144.08333330000002,924,131.625,737,33.20833333,93,324.7083333,924,198.58333330000002,737,8.0,11.66666667,16.0,0.7,2.291666667,4.7,1.5659999999999998,2.260416667,3.198,47.34,79.79541667,100.0,13.0,19.08333333,27.0,950,950.0,950,1,0,0,11774.0
2014-11-22,57.33333333,301,146.79166669999998,944,137.875,733,28.5,84,334.4166667,944,197.54166669999998,733,10.0,12.66666667,15.0,0.6,1.233333333,2.0,1.5119999999999998,2.517083333,3.179,43.71,82.21458333,100.0,15.0,19.875,29.0,950,950.0,950,0,1,0,11955.0
2014-11-23,25.75,74,371.8333333,995,207.70833330000002,764,25.75,74,371.8333333,995,207.70833330000002,764,5.0,7.125,12.0,0.3,1.8958333330000001,3.3,0.768,1.06425,1.391,28.86,59.46708333,87.81,13.0,19.58333333,29.0,940,947.0833332999998,950,0,1,0,12009.0
2014-11-24,43.75,245,283.5,952,187.45833330000002,747,31.25,90,342.25,952,201.5,747,1.0,3.208333333,6.0,0.1,2.4875,4.3,1.179,1.315041667,1.581,35.37,60.24,82.38,10.0,14.79166667,21.0,950,950.0,950,1,0,0,11250.0
2014-11-25,33.20833333,98,341.25,946,202.08333330000002,749,33.20833333,98,341.25,946,202.08333330000002,749,0.0,1.0,3.0,0.2,1.4958333330000002,4.1,0.5329999999999999,1.047458333,1.588,33.47,60.62083333,86.19,8.0,12.25,19.0,950,957.9166667000002,960,1,0,0,11608.0
2014-11-26,26.875,78,380.7083333,1017,210.41666669999998,775,26.875,78,380.7083333,1017,210.41666669999998,775,-5.0,-1.25,5.0,0.7,1.320833333,2.0,0.405,0.4985,0.581,18.96,46.49583333,70.89,6.0,14.04166667,24.0,960,960.0,960,1,0,0,11551.0
2014-11-27,28.66666667,83,363.5416667,987,204.625,757,28.66666667,83,363.5416667,987,204.625,757,-3.0,1.25,5.0,0.5,1.408333333,3.1,0.561,0.72675,0.888,31.19,53.36666667,96.8,9.0,14.625,22.0,960,960.0,960,1,0,0,11475.0
2014-11-28,25.625,75,375.125,1011,206.125,763,25.625,75,375.125,1011,206.125,763,0.0,2.958333333,7.0,0.8,1.829166667,3.8,0.569,0.720458333,0.905,26.62,65.66375,93.53,8.0,14.125,24.0,950,955.8333332999998,960,1,0,0,11388.0
2014-11-29,26.33333333,77,369.625,1002,203.875,756,26.33333333,77,369.625,1002,203.875,756,0.0,4.458333333,10.0,1.0,1.4333333330000002,2.3,0.53,0.799,1.192,25.18,63.345,96.76,9.0,16.20833333,26.0,950,950.0,950,0,1,0,11699.0
2014-11-30,27.625,81,357.9166667,983,200.58333330000002,747,27.625,81,357.9166667,983,200.58333330000002,747,2.0,5.458333333,10.0,1.0,1.4916666669999998,2.6,0.768,0.98225,1.275,26.23,58.475,84.47,12.0,18.125,27.0,950,950.0,950,0,1,0,11566.0
2014-12-01,35.70833333,106,314.25,910,190.91666669999998,718,35.70833333,106,314.25,910,190.91666669999998,718,3.0,9.125,15.0,0.3,1.454166667,2.9,1.042,1.671041667,2.55,47.18,70.39083333,100.0,14.0,18.33333333,25.0,950,957.5,960,1,0,0,11108.0
2014-12-02,35.04166667,147,47.58333333,784,49.95833333,417,33.95833333,100,313.0833333,913,188.79166669999998,711,9.0,9.916666667000001,13.0,0.4,1.8958333330000001,3.5,1.778,2.09375,2.552,61.5,89.41958333,100.0,12.0,15.25,21.0,960,960.0,960,1,0,0,10795.0
2014-12-03,68.375,275,49.70833333,375,87.79166667,417,30.91666667,92,328.9583333,936,190.70833330000002,717,7.0,9.333333332999999,12.0,0.2,1.333333333,2.9,1.645,1.874166667,2.279,50.72,83.98208333,100.0,10.0,15.875,24.0,950,952.0833332999998,960,1,0,0,10257.0
2014-12-04,70.79166667,295,85.91666667,661,99.41666667,495,28.83333333,84,329.3333333,935,188.45833330000002,709,9.0,9.916666667000001,12.0,0.5,1.5125,3.4,2.134,2.297708333,2.401,42.62,81.68875,100.0,12.0,17.33333333,26.0,950,950.0,950,1,0,0,10524.0
2014-12-05,62.54166667,292,200.91666669999998,842,158.0,557,32.25,93,307.9166667,895,182.70833330000002,690,8.0,10.83333333,14.0,0.6,1.4375,3.0,2.369,2.648958333,2.975,44.81,77.12166667,100.0,14.0,18.83333333,27.0,950,952.5,960,1,0,0,11624.0
2014-12-06,76.75,308,87.91666667,667,121.25,555,46.95833333,150,262.75,793,178.16666669999998,675,11.0,12.875,14.0,0.5,1.3125,2.3,2.272,2.391333333,2.57,60.27,88.18583333,100.0,15.0,18.58333333,25.0,960,960.0,960,0,1,0,11390.0
2014-12-07,33.29166667,135,5.583333333,134,33.54166667,135,35.5,107,294.6666667,865,180.25,682,11.0,13.45833333,15.0,0.1,1.7708333330000001,3.6,2.583,2.898083333,3.2089999999999996,68.7,92.28833333,100.0,15.0,18.25,24.0,960,960.0,960,0,1,0,11805.0
2014-12-08,45.29166667,207,113.58333329999999,805,100.375,670,44.45833333,136,261.25,812,175.70833330000002,670,11.0,11.83333333,13.0,0.5,1.4625,3.1,2.628,2.889916667,3.2119999999999997,74.91,95.17125,100.0,13.0,16.20833333,21.0,960,960.0,960,1,0,0,10552.0
2014-12-09,47.875,251,4.0,76,50.20833333,293,50.83333333,171,240.95833330000002,790,172.5,655,9.0,10.83333333,13.0,0.3,1.9125,3.6,2.628,2.823375,2.998,64.57,91.08708333,100.0,12.0,15.91666667,22.0,960,960.0,960,1,0,0,10468.0
2014-12-10,56.16666667,253,2.541666667,27,57.75,270,41.875,128,265.5,819,174.66666669999998,667,9.0,11.25,13.0,0.6,1.8,3.4,2.863,3.086583333,3.383,60.69,88.365,100.0,13.0,16.83333333,22.0,950,953.3333332999998,960,1,0,0,10749.0
2014-12-11,66.08333333,276,9.458333332999999,66,71.625,306,62.20833333,212,203.375,653,164.79166669999998,633,11.0,12.16666667,14.0,0.1,0.9291666670000001,1.8,2.713,3.1417916669999997,3.3480000000000003,68.44,90.97333333,100.0,14.0,17.20833333,22.0,950,953.75,960,1,0,0,10798.0
2014-12-12,69.125,272,35.08333333,493,79.54166667,301,46.33333333,147,258.875,787,174.75,666,11.0,11.79166667,14.0,0.5,1.545833333,3.2,2.307,2.434958333,2.667,54.59,85.95166667,100.0,14.0,17.875,25.0,950,959.1666667000002,960,1,0,0,11171.0
2014-12-13,76.04166667,265,55.375,489,96.125,352,39.58333333,118,273.75,837,174.875,668,11.0,12.33333333,15.0,0.6,1.8083333330000002,3.7,2.373,2.9639583330000003,3.388,51.71,85.59708333,100.0,13.0,18.375,26.0,950,952.9166667000002,960,0,1,0,11886.0
2014-12-14,44.29166667,246,219.33333330000002,877,157.625,679,35.70833333,111,293.6666667,877,178.25,679,10.0,11.875,14.0,0.9,1.4333333330000002,2.6,1.327,2.4188333330000003,3.194,44.9,78.92625,100.0,14.0,19.5,28.0,950,950.0,950,0,1,0,11479.0
2014-12-15,30.04166667,93,327.5416667,941,185.83333330000002,702,30.04166667,93,327.5416667,941,185.83333330000002,702,4.0,9.041666667000001,14.0,0.1,1.608333333,3.5,1.018,1.6081666669999999,2.47,33.34,68.14291667,100.0,14.0,19.08333333,27.0,950,950.0,950,1,0,0,11903.0
