date,Q,DHIAv,DHIMax,DNIAv,DNIMax,GHIAv,GHIMax,CDHIAv,CDHIMax,CDNIAv,CDNIMax,CGHIAv,CGHIMax,DPMin,DPAv,DPMax,WSMin,WSAv,WSMax,RainMin,RainAv,RainMax,RHMin,RHAv,RHMax,TMin,TAv,TMax,PMin,PAv,PMax,Weekday,Weekend,Festive
29/12/2013,11141,40.58333333,198,235.125,947,168.7916667,704,28.16666667,85,326.125,947,186.125,704,4,6.208333333,9,0.5,1.558333333,3.2,1.494,2.073291667,2.981,39.27,78.58958333,100,8,14.20833333,24,950,950,950,0,1,0
30/12/2013,10400,43.33333333,179,0.125,3,43.41666667,181,42.79166667,133,266.125,807,174.4583333,663,3,4.416666667,6,0.2,1.8375,3.3,2.948,3.007583333,3.075,89.39,97.08625,100,7,8.375,10,950,957.9166667,960,1,0,0
31/12/2013,9085,49.125,204,1,9,49.75,210,40.45833333,125,274.125,824,175.9583333,668,4,6.541666667,11,0.1,0.366666667,1,2.908,3.123666667,3.639,68.91,92.60875,100,7,11.125,19,950,957.5,960,1,0,1
01/01/2014,11751,76.375,312,88.79166667,625,114.1666667,517,36.25,112,297.7083333,869,181.6666667,685,4,7.916666667,11,0.5,1,2.4,1.58,2.323,2.96,56.13,87.20541667,100,8,13.66666667,22,950,953.3333333,960,1,0,1
02/01/2014,8988,64.75,299,96.70833333,849,99.91666667,467,35.41666667,120,316.125,932,188.9166667,712,0,2.958333333,8,0.3,2.404166667,5.3,0.947,1.195791667,1.468,47.78,78.31625,100,5,10.125,15,950,958.3333333,960,1,0,0
03/01/2014,10723,30.125,90,329.8333333,945,190.25,714,30.125,90,329.8333333,945,190.25,714,-3,-0.333333333,4,0.5,1.8375,3.9,0.948,1.349916667,1.699,37.11,66.315,93.32,3,9.083333333,17,950,956.25,960,1,0,0
04/01/2014,11244,35.375,168,291.0416667,955,179.9166667,712,27.20833333,80,336.9166667,955,190.4583333,712,4,6.625,11,1.1,1.529166667,2.8,1.38,1.610125,1.837,39.76,70.76541667,96.49,8,16.16666667,26,950,950,950,0,1,0
05/01/2014,11497,83.5,321,82.45833333,457,125.3333333,486,40.95833333,141,284.5,872,181.875,680,0,4.375,8,1.1,2.558333333,6,1.652,1.928291667,2.147,48.91,65.76583333,79.1,7,14.33333333,21,950,952.9166667,960,0,1,0
06/01/2014,10525,42.70833333,289,6.208333333,88,44.79166667,318,51.75,167,249.0833333,763,177.375,671,-4,-2.708333333,0,0.6,2,3.1,1.911,2.234333333,2.322,60.4,72.04541667,82.78,1,3.833333333,6,960,960.4166667,970,1,0,0
07/01/2014,9628,71.70833333,278,106,735,111.25,454,47.08333333,157,267.7916667,832,181.875,690,-2,0.541666667,4,0.5,2.333333333,4.4,1.716,2.014125,2.285,55.47,81.69083333,100,1,6.416666667,14,960,960,960,1,0,0
08/01/2014,10434,29.83333333,89,332.2916667,956,193.3333333,723,29.83333333,89,332.2916667,956,193.3333333,723,2,5.375,9,0.4,1.1125,2.6,1.514,1.5945,1.694,40.94,79.25208333,100,6,13.16666667,23,950,953.3333333,960,1,0,0
09/01/2014,10782,37.04166667,191,263.5416667,954,169.7916667,723,29.375,84,332.4166667,954,193.4583333,723,2,6.208333333,10,0.6,1.458333333,3,1.437,1.668583333,1.948,38.37,73.50625,100,9,15.20833333,24,950,950,950,1,0,0
10/01/2014,10744,25,74,361.1666667,1005,201.7083333,749,25,74,361.1666667,1005,201.7083333,749,1,5.333333333,9,0.7,1.65,2.9,0.812,1.136791667,1.8,23.37,63.84541667,100,10,17.125,27,950,950,950,1,0,0
11/01/2014,11121,62.875,302,234,928,166.0833333,597,27.125,79,352.7916667,988,200.7916667,745,1,2.958333333,7,0.9,1.933333333,4.1,0.938,1.110458333,1.598,26.88,51.70416667,70.38,12,16.95833333,25,950,954.1666667,960,0,1,0
12/01/2014,11667,66.08333333,319,102.25,887,125.625,703,43.58333333,136,273.5416667,887,183.875,703,3,6.958333333,12,0.2,1.304166667,3.1,1.27,2.266041667,3.101,38.59,69.01875,96.16,11,16.625,25,950,950,950,0,1,0
13/01/2014,10621,26.75,80,355.25,983,202.2916667,746,26.75,80,355.25,983,202.2916667,746,-2,1.375,6,0.8,3.275,6.3,0.396,0.926541667,1.173,24.52,47.855,72.86,12,16.08333333,23,950,955.4166667,960,1,0,0
14/01/2014,10816,27.5,82,371.375,1026,211.5833333,779,27.5,82,371.375,1026,211.5833333,779,-5,-1.708333333,5,0.5,1.429166667,2.5,0.295,0.441875,0.712,15.87,40.39333333,58.84,8,15.41666667,25,950,957.9166667,960,1,0,0
15/01/2014,10814,26.25,78,366.1666667,1008,208.1666667,765,26.25,78,366.1666667,1008,208.1666667,765,-2,-0.5,1,1,1.691666667,3,0.57,0.708791667,0.779,29.06,57.77958333,75.94,7,10.91666667,19,960,960.8333333,970,1,0,0
16/01/2014,10128,27,80,368.25,1018,211.0833333,776,27,80,368.25,1018,211.0833333,776,-3,0,5,1.1,1.683333333,2.8,0.416,0.587375,0.827,19.07,51.88041667,73.32,6,13.875,25,950,950.4166667,960,1,0,0
17/01/2014,10670,43.83333333,157,242.625,895,174.0833333,735,42.70833333,136,300.0416667,895,197.375,735,0,4.708333333,8,1.1,2.529166667,4.4,0.77,1.20925,1.417,59.91,75.825,100,7,12.29166667,18,950,958.3333333,960,1,0,0
18/01/2014,11414,32.45833333,98,339.625,976,205.875,762,32.45833333,98,339.625,976,205.875,762,4,5.625,8,0.7,1.2875,2.9,0.943,1.1105,1.373,33.22,73.895,100,8,14.79166667,24,950,957.5,960,0,1,0
19/01/2014,12174,40,186,305.4166667,952,196.9583333,755,32.79166667,96,338.3333333,952,205.2916667,755,2,5.291666667,8,0.9,1.475,2.7,0.869,1.172625,1.455,41.63,67.0925,100,11,15.25,22,960,960,960,0,1,0
20/01/2014,11201,29.41666667,86,346.4583333,963,206.2083333,755,29.41666667,86,346.4583333,963,206.2083333,755,3,4.833333333,9,0.4,1.7125,3.4,1.301,1.385958333,1.504,24.1,58.3125,94.74,10,17.91666667,28,950,950,950,1,0,0
21/01/2014,11179,53.75,267,246.5,999,184.7083333,765,26.5,77,363.9166667,999,212.125,773,-3,-0.458333333,4,0.8,2.495833333,4.1,0.698,1.032125,1.55,25.71,52,74.75,8,12.66666667,19,960,960,960,1,0,0
22/01/2014,11055,29.45833333,88,345.375,953,206.9166667,755,29.45833333,88,345.375,953,206.9166667,755,-2,1.125,5,0.9,1.783333333,4,0.745,1.441541667,1.921,26.43,52.885,74.95,8,14.41666667,24,950,954.5833333,960,1,0,0
23/01/2014,10932,83.83333333,344,132.8333333,599,155.0833333,606,38.04166667,118,311.9166667,888,201.7916667,739,2,5.458333333,8,0.8,2.933333333,5,1.873,2.08775,2.412,45.49,73.85125,100,6,13.875,21,950,953.3333333,960,1,0,0
24/01/2014,10930,74.83333333,349,138.25,753,131.6666667,505,46.16666667,137,284.4166667,841,198.0416667,729,-2,0.583333333,2,0.2,2.808333333,4.6,2.155,2.355,2.554,51.79,78.73166667,98.84,2,7.458333333,15,960,964.1666667,970,1,0,0
25/01/2014,10809,57.04166667,256,229.4166667,900,183.2916667,689,34.08333333,98,327,926,206.2083333,754,2,4.541666667,7,0.3,1.483333333,3,2.023,2.192416667,2.466,35.52,69.96291667,94.16,7,14.125,23,950,955.4166667,960,0,1,0
26/01/2014,11338,30,87,346.5416667,962,212.0833333,771,30,87,346.5416667,962,212.0833333,771,5,7.208333333,11,0.3,1.633333333,3.4,1.451,1.742916667,2.035,28.91,60.57208333,82.91,12,19.375,30,950,950,950,0,1,0
27/01/2014,10616,68.58333333,338,213.2083333,907,179.375,676,31.79166667,90,334.2083333,951,209.75,766,2,5.25,8,0.8,1.95,4.6,1.301,1.975458333,2.429,27.65,55.85791667,75.87,9,18.29166667,28,950,950,950,1,0,0
28/01/2014,11117,89.95833333,341,115.9166667,508,154.8333333,633,37.75,111,319.9166667,911,209.0416667,762,-3,-0.875,1,1,2.733333333,5,1.906,2.042583333,2.193,41.06,65.23916667,83.21,2,8.25,14,950,956.25,960,1,0,0
29/01/2014,10734,54.08333333,297,207.375,858,172.25,759,48.75,149,296.6666667,858,209.2083333,759,-3,-0.958333333,0,0.7,2.141666667,3.6,0.621,1.500833333,2.17,50,76.21791667,97.87,1,5.25,13,960,960,960,1,0,0
30/01/2014,10087,26.75,78,375.75,1016,226.5416667,814,26.75,78,375.75,1016,226.5416667,814,-2,1.25,6,0.7,1.254166667,2.3,0.532,0.763291667,1.016,23.38,60.59166667,97.46,3,13.41666667,26,950,950.4166667,960,1,0,0
31/01/2014,10225,27.75,80,366.9583333,1001,224.375,807,27.75,80,366.9583333,1001,224.375,807,0,4.541666667,10,1.2,1.629166667,2.7,0.805,1.049458333,1.393,23.21,51.98041667,83.64,12,19.25,30,950,950,950,1,0,0
01/02/2014,11385,37.33333333,185,318.75,1021,216.25,821,26.66666667,77,375.125,1021,228.75,821,1,4.791666667,10,0.9,1.629166667,2.7,0.771,1.026541667,1.474,17.95,49.92958333,77.72,13,20.5,31,940,946.25,950,0,1,0
02/02/2014,11404,71.375,365,247.5416667,905,188.375,626,28.625,84,364.7083333,998,226.6666667,813,1,4.083333333,7,1,3.079166667,5.7,1.081,1.231166667,1.483,24.3,57.4525,96.89,8,17.25,27,950,951.25,960,0,1,0
03/02/2014,11212,45.04166667,181,21.54166667,508,49.33333333,185,34.875,99,337.2916667,949,221.125,798,2,3.875,6,0.2,2.2125,5,1.164,1.694125,2.104,34.82,75.54041667,100,6,12.5,23,950,950.4166667,960,1,0,1
04/02/2014,9172,70.91666667,373,189.7916667,972,174,738,30.625,87,361.1666667,993,229.4583333,822,0,3.5,6,0.5,2.1875,5,0.976,1.285583333,1.725,25.6,61.53291667,93.48,10,15.54166667,25,950,950,950,1,0,0
05/02/2014,10614,52.375,330,244.7916667,936,190.9166667,805,38.75,115,329.6666667,936,223.25,805,1,3.875,8,0.2,2.995833333,5.5,1.138,1.700333333,2.211,43.5,66.82166667,100,9,13.70833333,20,950,953.3333333,960,1,0,0
06/02/2014,10416,42.5,256,39.54166667,929,71.83333333,813,47.54166667,148,313.9166667,929,226.25,819,0,1.166666667,5,2,2.966666667,4.3,1.012,1.32125,2.077,48.56,81.71166667,100,4,7.791666667,14,950,959.1666667,960,1,0,0
07/02/2014,10170,83.58333333,357,35.83333333,318,103.5,595,36.29166667,101,349.3333333,970,232.875,830,0,1.25,3,0.3,1.6125,3.1,0.834,1.089375,1.602,35.73,75.12375,100,4,9.625,19,950,952.5,960,1,0,0
08/02/2014,10624,32.29166667,91,368.7916667,991,236.1666667,838,32.29166667,91,368.7916667,991,236.1666667,838,0,1.875,6,0.7,1.4125,3,0.846,1.023083333,1.185,24.67,54.93333333,76.56,7,15.04166667,26,950,953.3333333,960,0,1,0
09/02/2014,11294,32.25,91,372.0833333,995,238.5416667,845,32.25,91,372.0833333,995,238.5416667,845,0,3.75,9,0.9,1.6,3,0.91,1.019916667,1.19,23.75,52.22791667,85.44,12,18.25,28,950,950,950,0,1,0
10/02/2014,10454,31.29166667,87,372.375,994,238.375,844,31.29166667,87,372.375,994,238.375,844,0,4.958333333,11,0.1,1.920833333,4,0.866,1.262375,1.807,22.12,55.50958333,100,13,19.25,29,950,950,950,1,0,0
11/02/2014,10599,46.125,182,23.41666667,510,51.04166667,187,45.875,139,319.6666667,920,230.8333333,824,0,4,9,0.1,2.358333333,4.8,1.486,1.641875,1.794,44.9,80.45833333,100,5,10.875,18,950,950.4166667,960,1,0,0
12/02/2014,10477,33.33333333,93,371.4166667,996,243.375,858,33.33333333,93,371.4166667,996,243.375,858,0,0.916666667,3,0.7,1.9125,4,0.874,1.055875,1.641,26.43,61.71625,92.57,5,12.95833333,24,950,952.0833333,960,1,0,0
13/02/2014,10323,33.41666667,94,372.875,990,243.9166667,858,33.41666667,94,372.875,990,243.9166667,858,0,2.208333333,7,0.7,1.266666667,2.3,0.823,1.034333333,1.327,22.58,50.71291667,77.78,9,16.83333333,27,950,950,950,1,0,0
14/02/2014,10812,31.16666667,88,382.6666667,1006,247.8333333,868,31.16666667,88,382.6666667,1006,247.8333333,868,0,2.375,8,0.5,2.195833333,4.7,0.916,1.001458333,1.15,15.58,40.29,71.75,12,21.33333333,31,950,950,950,1,0,0
15/02/2014,11720,35.5,100,361.875,974,243.5833333,857,35.5,100,361.875,974,243.5833333,857,2,6.083333333,10,0.5,1.383333333,3.1,1.088,1.297708333,1.452,26.26,52.19,77.14,14,20.45833333,30,950,952.0833333,960,0,1,0
16/02/2014,11968,34.16666667,95,372.5416667,988,247.375,868,34.16666667,95,372.5416667,988,247.375,868,2,5.708333333,11,0.7,1.608333333,3.3,0.959,1.236333333,1.649,19.76,47.3075,73.92,16,22.25,33,950,950,950,0,1,0
17/02/2014,11103,62.25,334,248.5833333,950,217.25,853,38.20833333,105,351.4166667,950,242.9583333,853,3,6.958333333,13,0.8,2.1375,4.5,1.383,1.750875,2.362,21.34,51.75375,88.56,16,22.04166667,31,950,950,950,1,0,0
18/02/2014,11053,49.58333333,135,297.4166667,897,233.625,839,48.58333333,135,312.9583333,897,236.7916667,839,9,11.16666667,13,0.4,1.579166667,3.9,1.992,2.270333333,2.514,30.77,69.93458333,99.87,15,21.45833333,31,950,950,950,1,0,0
19/02/2014,11089,40.375,112,345.7916667,934,244.0833333,855,40.375,112,345.7916667,934,244.0833333,855,8,9.333333333,12,0.7,1.645833333,3.9,1.767,1.97075,2.31,26.05,56.82041667,82.14,16,22.875,33,940,946.25,950,1,0,0
20/02/2014,11487,53.45833333,311,307.4583333,987,239.125,886,34.83333333,99,379.0833333,988,255.5833333,886,0,2.75,10,1.2,3.395833333,6.8,0.841,1.128458333,1.649,14.63,38.40666667,72.34,16,22.29166667,32,940,947.5,950,1,0,0
21/02/2014,11358,73.58333333,373,223.5416667,892,209.0833333,854,47.91666667,140,333,898,245.375,854,0,3.958333333,9,0.2,2.508333333,5.3,1.22,1.854125,2.391,28.66,53.95875,83.67,11,17.5,26,950,953.3333333,960,1,0,0
22/02/2014,12111,104,355,140.7083333,510,190.8333333,728,41.79166667,117,353.875,939,252.2083333,875,5,8.041666667,10,0.3,1.616666667,3.5,1.511,1.765208333,2.405,25.07,64.1725,100,12,20.08333333,30,950,950,950,0,1,0
23/02/2014,12009,65.20833333,372,259.7916667,958,225.75,883,38.33333333,106,368.5,958,255.625,883,1,5.458333333,11,0.8,1.841666667,3.7,1.455,1.684791667,2.172,16.5,47.58,76.78,16,22.45833333,32,950,950,950,0,1,0
24/02/2014,10685,112.8333333,417,49.79166667,350,137.4166667,524,64.29166667,196,269.8333333,839,235.125,835,10,13.58333333,17,0.1,1.975,4.5,2.213,3.167916667,3.497,47.95,74.6025,100,18,22.08333333,29,950,950,950,1,0,0
25/02/2014,10508,111.4583333,416,76.625,444,156.25,622,49.125,141,327.875,875,247.875,857,11,13.45833333,16,0.2,1.375,3.3,2.378,2.730375,3.173,32.93,73.9425,100,17,22.75,32,950,950,950,1,0,0
26/02/2014,10784,90.25,389,50.20833333,375,119.125,529,71.125,214,272.6666667,747,238.125,825,6,9.541666667,14,0.6,2.733333333,5.6,2.393,2.919291667,3.355,59.85,78.27583333,93.47,11,16.91666667,23,950,950,950,1,0,0
27/02/2014,10234,72.70833333,301,39.33333333,590,82.125,320,46,123,347.3333333,929,257.875,888,6,6.166666667,7,0.7,1.545833333,2.6,1.317,2.011875,2.989,38.35,72.845,100,9,15.25,24,950,950,950,1,0,0
28/02/2014,10250,33.95833333,90,395.4583333,996,268.25,915,33.95833333,90,395.4583333,996,268.25,915,2,4.625,10,1.1,1.983333333,4.3,1.141,1.375083333,1.597,17.13,46.80416667,75.62,13,21.91666667,33,950,950,950,1,0,0
01/03/2014,10986,37.33333333,100,382.0833333,978,267.125,913,37.33333333,100,382.0833333,978,267.125,913,4,8.041666667,15,0.9,1.920833333,3.8,1.255,1.651583333,2.387,20.05,52.82958333,99.4,16,23.58333333,34,950,950,950,0,1,0
02/03/2014,11295,34.20833333,92,399.3333333,1006,274.0833333,931,34.20833333,92,399.3333333,1006,274.0833333,931,0,5.291666667,13,0.6,1.925,4,0.86,1.479666667,2.439,12.99,46.10916667,91.83,16,23.625,35,950,950,950,0,1,0
03/03/2014,10905,68.20833333,360,10.41666667,93,71.375,395,63.04166667,183,296.375,845,252.1666667,872,1,4.708333333,9,1.7,3.0125,4,2.522,2.747083333,2.882,60.08,80.68375,97.48,7,11.45833333,15,950,952.9166667,960,1,0,0
04/03/2014,10700,52.41666667,226,298.25,936,249.5,915,47.95833333,126,352.125,936,268.1666667,915,2,3.291666667,5,1,2.166666667,3.8,1.285,1.688333333,2.645,32.39,69.19916667,100,7,13.29166667,23,950,950,950,1,0,0
05/03/2014,10567,65.375,340,283.125,946,246.5,914,44.20833333,116,361,946,268.4166667,914,2,4.333333333,8,0.3,1.216666667,3.1,1.448,1.737791667,1.905,28.82,60.05291667,85.74,10,16.58333333,26,950,950,950,1,0,0
06/03/2014,10657,43.45833333,115,375.7083333,966,276.2083333,936,43.45833333,115,375.7083333,966,276.2083333,936,2,5.333333333,8,0.7,2.145833333,3.8,1.203,1.471375,1.918,29.64,67.18208333,100,10,16.16666667,25,950,953.75,960,1,0,0
07/03/2014,10804,88.58333333,420,123.2916667,605,166.7083333,744,45.16666667,119,359.2916667,941,269.7916667,918,6,8.166666667,12,0.4,1.875,3.9,1.934,2.199375,2.432,30.76,67.72083333,99,11,18.95833333,29,950,950,950,1,0,0
08/03/2014,11246,115.6666667,447,138.0833333,487,205.0416667,708,43.25,114,365.2916667,943,272.9166667,923,3,7.041666667,12,0.8,2.558333333,4.6,1.859,2.294291667,3.139,20.09,57.48666667,100,14,21.41666667,32,950,950.8333333,960,0,1,0
09/03/2014,11503,52.25,233,1.041666667,11,53.16666667,243,70.83333333,190,286.4166667,844,261.375,901,7,7.166666667,9,0.3,3.016666667,5,2.263,2.757875,3.288,53.19,83.33958333,99.19,11,13.66666667,20,950,958.75,960,0,1,0
10/03/2014,10340,77.20833333,444,48.875,840,115.5833333,811,55.875,149,328.4166667,894,269.0833333,915,7,8.625,10,0.3,1.320833333,2.6,1.991,2.565791667,3.126,43.53,79.86625,100,10,15.91666667,25,950,950.4166667,960,1,0,0
11/03/2014,10678,36.16666667,96,409.5,997,288.7916667,962,36.16666667,96,409.5,997,288.7916667,962,2,5.25,8,0.5,2.033333333,3.9,1.129,1.324333333,1.848,19.24,52.15625,98.08,12,20.875,31,940,948.3333333,950,1,0,0
12/03/2014,10828,46.33333333,120,374.0416667,962,284,955,46.33333333,120,374.0416667,962,284,955,1,2.125,4,0.6,3.220833333,6.6,1.113,1.416833333,1.732,32.02,47.14291667,68.01,11,17,22,950,955.4166667,960,1,0,0
13/03/2014,11159,47.375,126,371.7083333,941,283.9166667,950,47.375,126,371.7083333,941,283.9166667,950,0,1.791666667,6,0.2,2.620833333,5.4,1.529,1.697958333,1.815,27.93,54.54291667,87.92,8,15.08333333,24,950,955.4166667,960,1,0,0
14/03/2014,11009,63.91666667,320,297.9166667,946,262.5,949,44.33333333,117,378.8333333,946,284.5,949,6,7.5,11,0.3,1.779166667,3.8,1.617,1.842583333,2.058,25.65,65.52625,100,10,19.45833333,31,950,950,950,1,0,0
15/03/2014,11581,42.625,153,377.0833333,987,288.25,973,38.25,103,405.2916667,987,293.4583333,973,1,4.916666667,10,0.8,2.195833333,4.3,1.014,1.509708333,2.047,17.04,47.33666667,88.71,14,22.08333333,32,940,948.75,950,0,1,0
16/03/2014,11456,65.875,226,63.16666667,870,110.9166667,881,68.54166667,202,319.625,870,278.7916667,929,1,3.125,7,1.1,4.166666667,7.9,1.067,1.744166667,2.004,32.36,49.95958333,66.2,10,17.33333333,22,940,947.9166667,950,0,1,0
17/03/2014,11383,38.70833333,101,428.875,1032,309.1666667,1018,38.70833333,101,428.875,1032,309.1666667,1018,-7,-3.166666667,0,1.2,2.316666667,4.6,0.393,0.51425,0.901,13.22,38.93291667,67.54,6,15.375,25,950,950,950,1,0,1
18/03/2014,10517,38.5,101,430.9166667,1036,311.5,1022,38.5,101,430.9166667,1036,311.5,1022,-8,-3.125,4,1.2,1.9875,3.1,0.231,0.446041667,0.664,7.81,27.90583333,47.79,10,21.45833333,34,940,945,950,1,0,0
19/03/2014,10649,54.375,228,315.8333333,944,275.875,971,50.91666667,130,365.2083333,944,291.7083333,971,-1,5,13,1,2.770833333,5.3,0.609,1.663958333,3.178,23.27,48.28916667,99.73,15,20.75,28,950,951.25,960,1,0,0
20/03/2014,10414,84.75,380,29.375,303,93.625,431,54.16666667,144,343.3333333,887,281.7083333,935,13,13.79166667,14,1.2,2.691666667,3.9,2.691,3.227291667,3.418,56.33,85.36208333,100,16,19.91666667,26,950,953.75,960,1,0,0
21/03/2014,10987,51.41666667,255,315.1666667,956,274.9583333,967,41.5,105,387.9166667,956,293.4583333,967,10,12.5,16,0.8,1.920833333,3.5,2.103,2.377333333,2.625,27.78,68.565,100,15,23.75,34,950,950,950,1,0,0
22/03/2014,11852,49.54166667,128,359.9166667,918,288.0416667,954,49.54166667,128,359.9166667,918,288.0416667,954,12,14.20833333,19,0.4,1.895833333,4.1,2.659,3.023375,3.53,30.32,66.71291667,100,18,25.45833333,35,950,950,950,0,1,0
23/03/2014,11961,124.75,458,40.70833333,255,151.5416667,687,70.58333333,196,299.4166667,847,277.5833333,932,11,15.45833333,17,0.3,2.429166667,4.5,3.095,3.407416667,4.082,53.47,84.05,100,15,21.875,30,950,952.0833333,960,0,1,0
24/03/2014,11077,96.41666667,400,145.5833333,896,188.125,862,57.875,168,344.9583333,910,289.5,957,8,10.08333333,11,0.9,1.941666667,3.6,2.127,2.756583333,3.343,36.17,73.59625,100,14,19.25,28,950,950.8333333,960,1,0,0
25/03/2014,10629,84.95833333,349,7.958333333,68,89.79166667,379,79.125,210,290.4166667,802,280.625,934,9,10.70833333,13,0.2,2.670833333,4.7,2.427,3.016916667,3.675,52.67,83.89,100,13,17.25,24,950,953.3333333,960,1,0,0
26/03/2014,10228,52.125,181,3.416666667,37,53.45833333,187,55.75,148,345.375,913,291.0833333,964,10,11.875,14,2.6,3.816666667,5.5,2.652,3.056,3.465,34.82,76.31708333,100,15,20.875,30,950,950,950,1,0,0
27/03/2014,10386,129.7083333,460,118.4583333,546,208.9583333,745,53,149,372,954,301.5416667,987,2,7.541666667,13,1,1.75,3.1,1.71,2.000583333,2.505,18.25,49.40208333,91.44,18,23.79166667,33,950,950,950,1,0,0
28/03/2014,10669,65.875,360,331.625,965,292.125,1008,48.08333333,120,388.5833333,965,309.1666667,1008,-1,3.708333333,7,0.6,2.5875,6,1.008,1.498125,2.187,12.71,33.11791667,49.96,20,25.75,34,950,950,950,1,0,0
29/03/2014,11800,138.0833333,478,107.5,417,210.2916667,716,65.875,178,326.6666667,864,292.5833333,963,3,7.875,12,1,2.3875,4.3,1.242,2.503041667,3.669,41.23,56.7,90.66,16,20.54166667,27,950,957.0833333,960,0,1,0
30/03/2014,11924,107.75,428,141.6666667,847,193.8333333,856,62.54166667,178,338.2916667,884,294.0416667,966,8,9.583333333,11,0.7,3.158333333,6.1,2.394,2.71375,3.193,30.19,64.42875,100,14,21.08333333,31,950,954.1666667,960,0,1,0
31/03/2014,10938,42.58333333,108,404.1666667,978,313.7916667,1016,42.58333333,108,404.1666667,978,313.7916667,1016,0,6.083333333,12,1.1,2.295833333,3.9,1.422,1.762583333,2.416,13.07,46.19458333,80.72,16,25.125,36,950,950,950,1,0,0
01/04/2014,10818,50.91666667,128,353.2916667,935,302.5,1000,51.20833333,128,372.7916667,935,306.9166667,1000,6,11.16666667,17,0.6,2.095833333,4.8,1.798,2.192041667,2.891,19.33,57.70916667,95.46,17,26.04166667,36,950,950,950,1,0,0
02/04/2014,11099,47.66666667,193,371.0416667,996,312.1666667,1033,42.54166667,107,409.0416667,996,319.8333333,1033,-1,6.333333333,15,0.8,1.9,3.8,0.909,1.548,2.349,9.88,43.05875,92.43,18,27.04166667,38,940,947.0833333,950,1,0,0
03/04/2014,11788,49.04166667,133,352.5,966,308.5416667,1016,45.91666667,125,398.2916667,966,316.625,1016,-1,4.041666667,13,0.7,2.295833333,4.1,1.33,1.666166667,2.053,10.06,31.81208333,75.42,20,28.20833333,38,940,945,950,1,0,0
04/04/2014,12088,89.625,353,251.375,861,276.875,986,69.04166667,177,332.25,861,302.9166667,986,3,6.875,10,1,3.754166667,6.1,1.754,2.180708333,2.454,27.4,47.05291667,85.22,16,22.75,30,950,950,950,1,0,0
05/04/2014,13177,121.9166667,411,169.0416667,918,248.125,996,53.41666667,134,369.1666667,918,308.4583333,996,9,11.79166667,15,0.8,2.479166667,4.6,2.265,2.476666667,2.821,29.44,67.49166667,100,15,22.91666667,32,940,947.5,950,0,1,0
06/04/2014,12105,143.75,482,98.54166667,437,217.25,840,48.625,134,390.625,953,316.4583333,1018,3,7.791666667,14,0.2,1.708333333,3.1,1.604,1.944541667,2.182,18.17,49.775,84.15,18,24.20833333,33,940,941.6666667,950,0,1,0
07/04/2014,11012,58.83333333,161,362.5833333,919,314.25,1018,56.125,149,384.4166667,919,319.2083333,1018,-4,2.833333333,8,0.2,1.283333333,2.5,0.749,1.2835,1.932,11.8,38.57375,70.9,16,23.04166667,32,950,950.8333333,960,1,0,0
08/04/2014,11338,45.04166667,113,418.5416667,991,330.75,1053,45.04166667,113,418.5416667,991,330.75,1053,-2,1.208333333,3,1,1.975,3.5,0.801,0.858916667,1.165,15.87,37.5175,59.31,14,20.66666667,29,960,960,960,1,0,0
09/04/2014,11471,114.4583333,419,228.75,704,278.2916667,948,55.75,139,387.125,951,324.8333333,1041,0,2.208333333,6,1.2,2.679166667,4.8,0.819,1.014625,1.296,15.85,37.86041667,61.91,15,21.95833333,31,950,956.6666667,960,1,0,0
10/04/2014,11328,49.41666667,123,401.7083333,975,329.2083333,1051,49.375,123,403.5416667,975,329.375,1051,-2,2.166666667,6,1,2.279166667,4.9,0.678,0.958416667,1.277,10.06,34.36791667,60.49,15,24.625,36,950,950,950,1,0,0
11/04/2014,11314,54,132,384.0416667,944,322.5833333,1032,54,132,384.0416667,944,322.5833333,1032,0,2.541666667,9,1.4,2.354166667,4.3,1,1.447708333,1.961,12.43,31.74041667,59.64,17,25.70833333,36,950,950,950,1,0,0
12/04/2014,12034,117.8333333,395,201.9166667,844,266.5416667,971,69.5,180,337.8333333,881,311.0833333,995,4,7.75,13,0.7,2.575,5.8,1.74,2.236,2.777,15.55,45.42083333,80.31,18,25.95833333,37,950,950,950,0,1,0
13/04/2014,11746,135.1666667,492,168.9583333,475,253.5,797,57.54166667,162,368.875,892,315.4583333,999,4,9,13,1.4,2.316666667,3.9,2.25,2.454666667,2.576,14.66,46.59875,82.05,19,27.66666667,38,940,942.9166667,950,0,1,0
14/04/2014,10943,95.29166667,440,293.375,918,293.7083333,969,62.95833333,199,365.9166667,918,317.4583333,1005,0,4.75,12,1.1,4.729166667,9.3,1.653,2.074666667,2.485,13.9,37.89583333,64.11,14,24.20833333,34,940,948.3333333,960,1,0,0
15/04/2014,10838,55.25,132,386.25,952,328.7083333,1047,55.45833333,132,388.5,952,328.9583333,1047,-5,-3.25,-1,1.6,2.991666667,4,1.069,1.438625,1.851,15.53,33.12,49.81,10,16,24,950,955.8333333,960,1,0,0
16/04/2014,10621,112.375,441,238.4166667,777,280.875,956,85.58333333,222,306.75,790,307.1666667,981,-1,4.208333333,8,1.1,2.895833333,4.7,1.822,2.417333333,2.681,30.94,49.85041667,70.67,11,18.66666667,27,950,950,950,1,0,0
