date,Q,DHIAv,DHIMax,DNIAv,DNIMax,GHIAv,GHIMax,CDHIAv,CDHIMax,CDNIAv,CDNIMax,CGHIAv,CGHIMax,DPMin,DPAv,DPMax,WSMin,WSAv,WSMax,RainMin,RainAv,RainMax,RHMin,RHAv,RHMax,TMin,TAv,TMax,PMin,PAv,PMax,Weekday,Weekend,Festive
01/01/2013,10782.8398,60.04166667,232,9.083333333,145,64.625,271,37.04166667,118,291.4583333,846,179.2916667,676,1,6.375,11,0.5,2.141666667,5.1,2.598,2.948958333,3.523,49.53,74.57541667,100,10,14.5,18,950,952.0833333,960,1,0,1
02/01/2013,8289.3878,42.875,165,0.041666667,1,42.91666667,166,41.125,129,274.5833333,818,176.8333333,669,3,4.708333333,6,0.5,1.8125,2.6,2.474,2.865583333,3.091,79.59,93.39541667,100,8,9.291666667,12,950,955.4166667,960,1,0,0
03/01/2013,9153.6818,46,192,125.375,792,106.8333333,666,49.125,156,263.2916667,798,180.75,685,0,2.208333333,4,1.2,2.254166667,3.5,1.585,1.943291667,2.394,70.95,90.04916667,100,5,7.166666667,10,960,960,960,1,0,0
04/01/2013,8894.7788,44.375,166,145.7916667,823,110.5833333,669,44.625,135,271.7916667,830,180.9166667,685,1,2.958333333,5,0.3,1.6875,3.5,2.009,2.135,2.365,62.06,89.70416667,100,5,8.125,15,960,960,960,1,0,0
05/01/2013,9691.8726,64.875,291,180.7916667,896,153.5,684,36.375,117,300.7916667,901,185.0833333,699,4,5.416666667,7,0.5,1.641666667,3.7,2.008,2.200541667,2.442,48.8,83.21208333,100,7,11.79166667,21,960,960,960,0,1,0
06/01/2013,10773.0212,34.66666667,104,317.9166667,924,191.25,717,34.66666667,104,317.9166667,924,191.25,717,-1,1.708333333,6,0.4,1.8375,3.7,1.173,1.558666667,2.221,31.11,67.11083333,100,7,11.70833333,20,960,960,960,0,1,0
07/01/2013,9206.5793,77.58333333,321,111.75,508,139.125,577,34.125,101,318.4583333,928,191.7083333,720,-1,2.416666667,8,0.5,2.175,4.6,1.2,1.700541667,2.695,39.11,66.39875,100,6,12.125,20,950,954.1666667,960,1,0,0
08/01/2013,10022.1028,64.125,329,21.29166667,250,74.5,412,32.95833333,96,306.1666667,895,184.875,695,8,9.75,12,0.5,1.329166667,3,2.487,2.829833333,3.183,51.97,86.40333333,100,11,15.83333333,24,940,946.6666667,950,1,0,0
09/01/2013,10129.6977,28.20833333,81,342.4583333,987,198.4583333,743,27.75,81,350.4166667,987,199.5833333,743,-3,3,9,0.7,1.4625,2.6,0.883,1.385,2.36,19.08,64.14708333,100,9,14.91666667,24,950,950,950,1,0,0
10/01/2013,10270.8666,25.95833333,77,361.9583333,1002,203.0416667,751,25.95833333,77,361.9583333,1002,203.0416667,751,-1,1.083333333,4,1.1,1.595833333,3.4,0.682,0.8465,1.129,19.72,53.36583333,82.61,7,15.125,26,950,950,950,1,0,0
11/01/2013,10749.6267,75.125,309,135.1666667,576,144.0416667,613,26.79166667,79,356.75,995,202.4583333,750,1,3.958333333,8,0.6,1.475,2.7,0.804,1.089875,1.725,18,49.77458333,73.68,11,19.54166667,31,950,950,950,1,0,0
12/01/2013,11585.4124,81.33333333,311,96.875,481,132.125,582,27.125,79,334.375,942,192.875,715,6,7.458333333,11,0.4,1.620833333,2.8,1.621,2.252291667,2.677,24.69,53.13375,67.61,16,21.54166667,32,940,946.25,950,0,1,0
13/01/2013,10019.4758,80.45833333,337,35.875,245,100.1666667,458,29.54166667,89,337.9166667,949,197.8333333,733,-2,0.458333333,6,0.9,3.1375,5.3,1.549,1.77925,2.284,31.91,52.22375,68.02,9,13.20833333,19,950,950,950,0,1,0
14/01/2013,10255.7389,57.66666667,289,199.6666667,917,162.4166667,709,31.20833333,95,326.4166667,928,194.875,723,0,1,2,0.8,2.108333333,4.3,2.149,2.323791667,2.53,34.18,60.56083333,81.2,7,12.20833333,21,950,950,950,1,0,0
15/01/2013,9645.5468,77.125,303,127.7083333,563,141.2083333,598,30.375,90,338.5,950,200.3333333,739,-2,0.583333333,2,1,2.229166667,4,1.25,1.667333333,2.29,35.87,65.52958333,84.53,4,10.08333333,17,950,951.6666667,960,1,0,0
16/01/2013,9985.5027,33.16666667,153,326.6666667,1050,204.375,795,25.875,75,382,1050,216.375,795,-19,-8.958333333,-2,1.1,3.475,7.1,0.298,0.573083333,1.172,8.85,42.97125,80.34,1,7.5,16,960,960,960,1,0,0
17/01/2013,10230.4951,41.625,196,258.4166667,1001,184.7916667,764,26.41666667,76,363.3333333,1001,208.625,764,-10,-4.458333333,1,0.3,1.991666667,3.8,0.536,0.859791667,1.043,23.81,43.40916667,68.92,4,10.5,19,960,960,960,1,0,0
18/01/2013,9880.8341,44.45833333,227,280.3333333,967,190.375,757,30.54166667,90,346.0416667,967,206.125,757,-1,-0.25,1,0.5,1.825,3.9,0.995,1.151916667,1.338,30.77,56.23166667,72.6,7,11.41666667,19,960,960,960,1,0,0
19/01/2013,10640.033,29.58333333,86,351.375,977,208.1666667,763,29.58333333,86,351.375,977,208.1666667,763,-1,0.375,2,0.5,1.266666667,2.6,0.873,1.143625,1.347,22.16,50.44083333,71.24,8,14.375,24,950,958.3333333,960,0,1,0
20/01/2013,11615.3045,59.25,247,225.7083333,915,179.2916667,741,35.625,112,329.8333333,943,205.25,751,-1,1.333333333,5,0.8,1.366666667,2.8,0.824,1.22225,1.481,24.65,46.94416667,72.06,12,16.58333333,25,950,957.0833333,960,0,1,0
21/01/2013,9831.0017,67.5,286,191.9583333,870,170.4166667,652,38.08333333,118,314.2916667,906,201.25,742,4,5.75,9,0.2,1.75,4.3,1.477,1.870125,2.229,33.17,63.88875,100,12,16.66666667,25,950,953.75,960,1,0,0
22/01/2013,10072.1606,78.66666667,333,28.91666667,228,94.25,431,54.25,177,256.25,787,190.875,708,8,9.541666667,11,0.3,1.741666667,4,2.294,2.672416667,2.826,56.48,86.16833333,100,12,15.33333333,22,950,959.5833333,960,1,0,0
23/01/2013,10041.5647,42.04166667,169,284.125,896,194.125,739,38.83333333,120,309.2083333,896,200.8333333,739,9,9.125,10,0.3,1.345833333,3,1.648,2.323166667,2.658,41.58,75.66333333,100,12,17.41666667,26,960,960,960,1,0,0
24/01/2013,10065.0135,29.79166667,86,351.0416667,975,212.5416667,774,29.79166667,86,351.0416667,975,212.5416667,774,4,7.208333333,9,0.9,1.629166667,3.1,1.324,1.453333333,1.649,25.86,62.60583333,96.32,13,19.45833333,29,960,960,960,1,0,0
25/01/2013,10323.1261,33,96,339.0416667,955,211.4583333,771,33,96,339.0416667,955,211.4583333,771,4,6,8,1.2,1.75,3.1,1.217,1.505041667,1.828,24.22,54.63666667,83.71,13,20.20833333,30,950,952.9166667,960,1,0,0
26/01/2013,11058.315,36.91666667,138,317.5,942,207.4583333,769,34.20833333,100,334.5833333,942,211,769,4,4.833333333,6,0.7,2.0125,4.7,1.608,1.672541667,1.768,24.01,48.08541667,67.43,15,20.375,30,950,950,950,0,1,0
27/01/2013,11788.1924,50.375,244,250.5,908,191.4166667,749,36.33333333,107,321.375,910,207.5833333,756,5,6.416666667,9,0.8,1.508333333,2.9,1.855,2.0965,2.286,26.06,56.04916667,81.24,14,19.75,29,950,950,950,0,1,0
28/01/2013,9083.2587,36.41666667,105,307,923,207.6666667,765,35.29166667,105,326.2916667,923,210.7083333,765,5,7.875,11,0.9,1.604166667,3.2,1.893,1.992625,2.159,23.08,56.51125,83.89,14,21.83333333,32,950,950,950,1,0,0
29/01/2013,10088.065,74,306,192.25,914,175.8333333,691,27.66666667,77,361.2083333,984,219.25,785,-2,3.625,9,1.4,2.6375,5.2,0.645,1.4625,2.119,17.27,40.82041667,70.01,15,22.20833333,32,940,946.6666667,950,1,0,0
30/01/2013,10540.4426,43.25,242,312.1666667,1023,212.7083333,826,28.66666667,85,378.2083333,1023,230.25,826,-9,-5.041666667,-2,0.7,2.808333333,6.3,0.548,0.593125,0.658,14.58,32.41166667,45.68,9,14.5,22,950,954.1666667,960,1,0,0
31/01/2013,10262.3963,82.83333333,361,156.6666667,931,169.7083333,607,30.5,87,360.625,991,224.6666667,808,-7,-4.083333333,0,0.8,2.033333333,4.2,0.653,1.034125,1.378,15.17,38.24208333,60.59,7,13.66666667,23,960,960,960,1,0,0
01/02/2013,10237,51.20833333,288,285.3333333,935,204.125,788,36.54166667,105,331.1666667,935,217.7916667,788,0,4.458333333,9,0.1,2.3125,5.1,1.462,1.7505,1.942,31.2,64.60416667,100,10,15.375,25,950,959.1666667,960,1,0,0
02/02/2013,11444,42.91666667,301,310.875,962,214,803,33.375,95,347.125,962,223.2916667,803,2,5.458333333,9,0.2,1.445833333,3.2,1.371,1.584625,2.154,26.13,61.8125,100,12,17.70833333,26,960,960,960,0,1,0
03/02/2013,11152,96.20833333,362,39.20833333,224,118.4166667,474,47.95833333,155,292.875,851,210.9583333,759,8,8.708333333,10,0.1,2.741666667,5.6,2.181,2.48575,2.788,39.8,69.77208333,91.52,13,18.25,26,950,955.4166667,960,0,1,0
04/02/2013,8599,32.20833333,90,339.3333333,954,221.4583333,797,31.79166667,90,344.2083333,954,222.0416667,797,3,6.583333333,10,0.7,2.283333333,4.9,1.975,2.221875,2.554,21.79,57.32791667,99.76,13,20.83333333,31,950,950,950,1,0,1
05/02/2013,10183,44.66666667,244,293.4166667,917,210.7083333,784,38.75,113,316.2083333,917,216.5833333,784,5,8.041666667,12,0.6,1.558333333,3.2,2.589,2.861916667,3.164,30.17,53.93041667,85.8,16,21.79166667,30,950,950,950,1,0,0
06/02/2013,10209,29.95833333,84,355.1666667,976,227.9583333,814,29.95833333,84,355.1666667,976,227.9583333,814,2,7.916666667,12,0.3,1.129166667,2.1,1.755,2.164208333,2.985,18.18,57.94708333,98.85,15,22.08333333,32,950,950,950,1,0,0
07/02/2013,10252,28.91666667,83,371.5416667,982,231.8333333,822,28.91666667,83,371.5416667,982,231.8333333,822,0,4.541666667,9,0.3,1.633333333,3.6,1.605,1.795583333,2.164,16.52,45.19833333,71.33,15,21.875,31,950,950,950,1,0,0
08/02/2013,10567,63.70833333,377,45.75,449,78.20833333,470,46.125,135,310.2916667,870,221.2916667,792,5,8.583333333,12,0.5,2.6875,5.1,2.144,2.379916667,2.614,42.38,63.915,99.24,15,19.25,26,950,952.5,960,1,0,0
09/02/2013,11575,56.125,307,210.9583333,952,183.3333333,822,35.45833333,100,347.6666667,952,231.3333333,822,2,8.958333333,13,0.4,1.729166667,4.1,1.705,1.990958333,2.475,17.57,63.03041667,100,14,22.25,33,950,950,950,0,1,0
10/02/2013,11011,38.875,136,327.4583333,953,227.5416667,823,36.79166667,115,346.25,953,231.3333333,823,0,2.125,7,0.7,1.9375,4.1,1.666,1.900041667,2.206,16.48,36.18458333,61.28,16,22.29166667,32,940,949.1666667,950,0,1,0
11/02/2013,9637,33.75,92,339.7083333,958,230.8333333,826,32.58333333,92,356.9166667,958,233.375,826,2,4.541666667,7,0.3,1.970833333,3.7,2.116,2.298291667,2.551,22.38,44.34083333,66.65,14,21.375,32,950,950,950,1,0,0
12/02/2013,10363,83.75,390,173.1666667,967,176.0416667,833,32.125,92,363,967,236.3333333,833,1,4.375,8,0.3,1.979166667,4.2,1.475,2.049333333,2.567,19.24,47.96208333,81.94,14,20.79166667,31,950,950,950,1,0,0
13/02/2013,10418,58.125,279,237.6666667,925,211.25,832,42.95833333,125,332.25,925,234.9583333,832,0,0.958333333,3,0.8,2.4875,4.7,1.143,1.924,2.741,28.12,48.41083333,66.1,10,15.66666667,23,950,950,950,1,0,0
14/02/2013,10290,33.58333333,94,383.2916667,1010,251.2916667,879,33.58333333,94,383.2916667,1010,251.2916667,879,-6,-1.541666667,1,0.3,1.429166667,2.7,0.6,0.760458333,1.105,14.19,42.93,72.54,9,15.66666667,25,950,950,950,1,0,0
15/02/2013,10329,83.08333333,356,214.5416667,953,199.4583333,792,39.70833333,116,352.875,961,242.7916667,856,-2,1.916666667,7,0.7,1.7875,3.6,0.592,1.331791667,2.074,28.01,48.98041667,75.53,10,16.29166667,24,950,952.5,960,1,0,0
16/02/2013,11769,55.375,214,233.9583333,903,205.1666667,853,55.66666667,169,306.375,903,240.2083333,853,0,2.083333333,5,1,2.545833333,3.5,1.03,1.406541667,2.029,32.64,60.93791667,82.1,9,13.375,20,960,960,960,0,1,0
17/02/2013,9583,42.54166667,116,340.2916667,938,242.8333333,855,42.54166667,116,340.2916667,938,242.8333333,855,2,4.875,9,0.5,2.358333333,5.6,1.434,1.68125,2.108,24.81,66.36375,100,8,16.25,27,950,953.75,960,0,1,0
18/02/2013,10107,30.08333333,83,388.2916667,1007,253.7916667,881,30.08333333,83,388.2916667,1007,253.7916667,881,-8,-0.833333333,8,0.5,2.379166667,5.2,1.15,1.314458333,1.652,9.53,37.13291667,89.44,13,20.58333333,32,950,950,950,1,0,0
19/02/2013,10389,108.1666667,401,77.25,443,155.9166667,628,56,170,298.75,845,234.8333333,823,0,6.375,13,0.4,3.15,6.3,1.535,2.405833333,2.926,35.13,53.95458333,95.16,14,19.91666667,28,950,951.25,960,1,0,0
20/02/2013,10346,71.83333333,340,211.1666667,951,209.7083333,861,39,104,353.9166667,955,248.875,868,1,7.041666667,12,0.8,1.620833333,3.2,1.295,1.879875,2.653,14.78,54.83208333,100,14,23.08333333,34,940,945,950,1,0,0
21/02/2013,10267,101.375,360,140.4166667,541,190.125,744,36.08333333,100,381.9583333,983,257.5833333,890,-3,0.166666667,3,0.6,2.291666667,4.6,1.045,1.284958333,1.739,12.14,30.11958333,45.14,16,22.83333333,32,940,943.3333333,950,1,0,0
22/02/2013,10762,86.375,400,204.2083333,953,206.75,799,37.08333333,97,372.4166667,978,256.375,888,-2,1.125,6,0.3,1.545833333,3.3,1.43,1.579625,1.88,14.24,35.42875,61.71,16,21.54166667,31,940,949.5833333,950,1,0,0
23/02/2013,11601,72.29166667,375,222.7916667,919,219.7916667,874,46.79166667,130,340.75,919,252.125,874,0,3.333333333,6,0.6,1.954166667,3.8,1.565,1.750708333,2.052,21.85,49.77583333,73.84,14,18.33333333,26,950,950,950,0,1,0
24/02/2013,10017,88.04166667,374,166.0833333,976,199.5416667,836,37.75,103,377.2083333,983,261.7916667,903,-4,2.75,7,0.4,1.383333333,2.3,1.039,1.411375,2.072,10.41,46.2725,90.39,12,21.29166667,32,940,943.75,950,0,1,0
25/02/2013,10372,65.41666667,324,323.75,1004,248.6666667,862,35.91666667,97,409.5833333,1023,274.5,932,-18,-8.875,2,1.5,4.4375,8.4,0.261,0.516916667,0.917,7.61,20.03541667,42.58,10,18.16666667,26,940,944.5833333,950,1,0,0
26/02/2013,10430,38,104,393.75,1008,271.4583333,930,38,104,393.75,1008,271.4583333,930,-17,-12.625,-4,0.4,1.9375,4.5,0.429,0.68675,1.051,5.9,17.705,35.19,7,15.91666667,27,950,950,950,1,0,0
27/02/2013,10461,38.29166667,101,366,1004,267,925,36.58333333,97,392.2916667,1004,270.5416667,925,-16,-11.16666667,-4,0.2,3.391666667,7.8,0.902,0.992375,1.206,6.81,20.48125,37.65,10,15.5,23,950,952.0833333,960,1,0,0
28/02/2013,10634,44.5,124,360.4583333,943,263.0416667,902,44.5,124,360.4583333,943,263.0416667,902,-9,-6.416666667,-5,0.3,2.170833333,5.2,1.233,1.488708333,1.626,18.78,32.7075,45,6,12.33333333,21,950,957.9166667,960,1,0,0
01/03/2013,10680,40.04166667,108,402.7916667,1020,281.75,959,40.04166667,108,402.7916667,1020,281.75,959,-15,-9.75,-6,0.3,1.6625,3.5,0.377,0.585,1.268,8.11,26.13333333,47.6,7,13.95833333,23,960,960,960,1,0,0
02/03/2013,11645,40.79166667,109,393.5,999,278.75,946,40.79166667,109,393.5,999,278.75,946,-11,-9.833333333,-7,1.1,2.075,3.6,0.503,0.566916667,0.6,10.97,23.50166667,37.64,8,14.16666667,23,960,960,960,0,1,0
03/03/2013,11220,38.08333333,101,405.8333333,1017,282.6666667,957,38.08333333,101,405.8333333,1017,282.6666667,957,-10,-7.791666667,-4,1.2,2.029166667,3.9,0.37,0.556,0.588,7.96,24.42583333,39.08,7,16.875,29,950,955,960,0,1,0
04/03/2013,11157,35.91666667,93,423.2083333,1046,290.0833333,977,35.91666667,93,423.2083333,1046,290.0833333,977,-16,-11.625,-6,1.2,1.8,2.6,0.266,0.364,0.447,3.43,13.62958333,33.2,12,23.04166667,36,950,950,950,1,0,0
05/03/2013,10982,89.79166667,375,215.75,909,223.8333333,826,47.16666667,134,365.0833333,923,271.375,916,-14,-4.916666667,0,0.2,3.7375,8.7,0.462,1.120416667,1.509,11.67,28.01916667,47.75,11,17.29166667,22,950,956.6666667,960,1,0,0
06/03/2013,11041,75.875,346,279.6666667,954,250.75,936,47.375,124,366.5,954,276,936,-7,-4.541666667,-2,0.3,2.083333333,4.4,1.029,1.127375,1.354,15.37,33.03291667,53.06,8,15.04166667,23,950,959.5833333,960,1,0,0
07/03/2013,10747,105.2083333,400,200.6666667,643,228.1666667,808,69.58333333,197,295.4166667,818,259.9166667,890,-2,4.5,11,0.2,2.558333333,5.3,1.441,2.1165,2.78,20.49,51.4625,92.48,10,19.45833333,31,950,950,950,1,0,0
08/03/2013,10784,114.0416667,422,75.125,478,165.4583333,748,52.29166667,144,340.0416667,884,266.0416667,901,5,8.958333333,12,0.7,2.283333333,4,2.327,2.73625,3.146,22.61,58.44583333,94.93,15,22.75,32,950,950,950,1,0,0
09/03/2013,11702,56.125,369,318,1001,257.7916667,943,34.16666667,88,403.5,1002,283.75,952,0,5,10,0.9,1.716666667,3.1,1.012,1.732791667,2.522,12.83,39.86541667,69.38,17,24.83333333,36,940,945.4166667,950,0,1,0
10/03/2013,11846,39.29166667,102,400.875,1002,289.2916667,970,39.29166667,102,400.875,1002,289.2916667,970,-7,-4.666666667,2,1,3.708333333,6.2,0.853,1.030708333,1.29,11.73,24.17708333,39.37,12,19.375,27,940,948.3333333,950,0,1,0
11/03/2013,10576,45.16666667,136,378.75,998,286.8333333,976,42.29166667,110,399.4583333,998,292.125,976,-10,-7.708333333,-5,0.9,2.454166667,4.4,0.614,0.818416667,1.224,11.76,25.355,43.61,8,15.5,24,950,952.5,960,1,0,0
12/03/2013,10418,102.2916667,395,222.9166667,695,237.75,813,44.125,116,399.5833333,995,295.2916667,985,-8,-5.625,0,0.9,2,4.3,0.471,0.653666667,0.842,9.74,23.72416667,43.92,12,19.125,29,950,953.3333333,960,1,0,0
13/03/2013,10424,80.91666667,333,265.7916667,971,258.75,977,49.08333333,125,378.6666667,971,291.75,977,-2,-0.208333333,4,0.9,2.695833333,5.1,0.688,0.841916667,1.105,16.9,35.88583333,67.41,13,18.83333333,27,960,960,960,1,0,0
14/03/2013,10452,103.4166667,395,213.7916667,745,238.625,839,52.625,142,365.6666667,946,288.5,967,-1,2.458333333,5,0.8,3.004166667,5.8,0.971,1.079583333,1.19,16.72,50.73458333,90.51,10,18.41666667,29,960,960,960,1,0,0
15/03/2013,10686,52.58333333,134,342.625,943,284.5,967,51,134,370.5833333,943,290,967,0,2.708333333,6,0.7,2.316666667,5.2,1.045,1.144708333,1.281,17.12,48.26375,85.68,11,19.45833333,30,950,954.5833333,960,1,0,0
16/03/2013,11824,55.70833333,285,354.5416667,968,284.1666667,977,45.54166667,118,388.625,968,294.1666667,977,-2,0.875,3,0.8,1.7125,3.4,0.958,1.149791667,1.402,13.09,34.07833333,56.33,15,22.08333333,32,940,949.5833333,950,0,1,0
17/03/2013,11979,43.875,114,400,986,299.7916667,991,43.875,114,400,986,299.7916667,991,-7,-4.791666667,1,0.4,2.595833333,4.9,0.774,0.894375,1.014,6.95,19.02041667,42.66,16,25.04166667,36,940,945.8333333,950,0,1,0
18/03/2013,11980,44.33333333,115,399.0833333,987,301.375,996,44.33333333,115,399.0833333,987,301.375,996,-8,-5.791666667,-3,1,3.183333333,6,0.694,0.843458333,0.973,6.53,15.27666667,24.4,18,25.95833333,36,950,950,950,1,0,1
19/03/2013,10575,48.91666667,126,375.3333333,947,293.875,975,48.91666667,126,375.3333333,947,293.875,975,-5,0.333333333,8,0.1,1.541666667,4,0.903,1.374125,1.787,11.81,24.51041667,53.06,17,26.20833333,37,950,950,950,1,0,0
20/03/2013,10251,44.79166667,340,3.416666667,70,47.41666667,392,62.875,173,324.5416667,847,279.25,929,7,11.83333333,16,0.7,3.108333333,4.8,1.427,2.661625,3.231,50.14,70.33,96.56,17,21.04166667,27,950,951.6666667,960,1,0,0
21/03/2013,9755,92.75,383,106.75,747,140.375,637,50.08333333,128,362.875,922,289.375,958,8,10.75,13,1,2.195833333,3.9,1.682,2.315083333,2.674,23.52,60.89125,100,15,24.20833333,35,940,945,950,1,0,0
22/03/2013,10833,56.79166667,361,357.4583333,966,290.7083333,973,43.5,112,392.5833333,967,300.7083333,987,-1,2.5,9,1.1,3.108333333,4.9,1.222,1.584875,1.954,9.6,28.38291667,53.49,20,27.54166667,38,940,940,940,1,0,0
23/03/2013,11993,38.125,100,429.4583333,1019,315.25,1025,38.125,100,429.4583333,1019,315.25,1025,-10,-3.125,4,1.3,3.516666667,5.9,0.628,0.818416667,1.077,5.54,19.02583333,37.18,20,26.70833333,37,940,942.5,950,0,1,0
24/03/2013,12273,54.95833333,138,356.9166667,974,304.75,1023,53.70833333,138,385.3333333,974,310.7083333,1023,-14,-8.791666667,-3,0.7,3.283333333,5.5,0.512,0.690583333,0.906,8.55,19.65333333,32.12,11,18.20833333,26,950,950,950,0,1,0
25/03/2013,10954,67.66666667,372,259.875,939,256.375,998,57.25,157,365.2916667,939,302.3333333,998,-7,-3.25,1,0.6,2.6625,5.3,0.817,1.16875,1.605,20.69,37.44166667,67.85,7,13.95833333,22,950,954.5833333,960,1,0,0
26/03/2013,9967,57.875,256,19,426,64.66666667,268,76.91666667,201,305.4166667,834,290,960,2,3.083333333,6,2.3,3.608333333,5.3,1.694,2.028916667,2.214,33.45,62.62541667,83.8,9,14.125,22,960,960,960,1,0,0
27/03/2013,9573,98.70833333,442,70.79166667,899,146.7083333,875,53.33333333,136,365.3333333,924,299.9166667,985,5,7.041666667,11,1.1,3.320833333,5.3,1.906,2.194375,2.531,28.64,66.59833333,100,10,18.29166667,28,950,955,960,1,0,0
28/03/2013,10098,92.33333333,470,73.375,685,126.3333333,594,63.5,187,341.5416667,873,294.7083333,964,7,9.375,13,0.2,2.329166667,3.7,2.14,2.402666667,2.67,28.79,64.75541667,100,14,21.25,30,950,950,950,1,0,0
29/03/2013,9288,119.3333333,476,125,604,183.125,666,53.875,144,363.375,899,298.3333333,973,8,10.75,14,0.4,2.8375,5.1,2.028,2.530666667,3.192,28.35,65.85375,100,14,22.625,32,950,950,950,1,0,0
30/03/2013,10945,57.20833333,211,284.75,939,279.125,991,49.25,122,376.9583333,939,304.375,991,7,10.29166667,14,0.3,1.75,3.6,2.213,2.349208333,2.696,22.51,58.02666667,100,16,24.41666667,34,950,950,950,0,1,0
31/03/2013,10280,53.625,215,351.1666667,942,299.875,996,47.45833333,120,382.9166667,942,306.8333333,996,1,7.333333333,13,0.9,1.954166667,4.1,2.148,2.305,2.58,13.12,45.24583333,89.6,18,26.95833333,38,950,950,950,0,1,0
01/04/2013,10211,141.3333333,462,93.04166667,362,208.25,767,101.1666667,287,249.9583333,729,280.2083333,920,9,12.20833333,15,0.5,2.629166667,4.6,2.618,3.266041667,3.703,34.91,57.31583333,84.59,20,25.33333333,33,950,950,950,1,0,0
02/04/2013,10397,94.75,459,135.9166667,902,195.125,972,60.75,156,346.5833333,911,302.7916667,994,7,11.70833333,16,0.4,2.245833333,4.1,2.088,2.463125,3.058,21.13,58.6775,97.89,18,25.83333333,35,940,947.5,950,1,0,0
03/04/2013,9058,104.875,441,26.91666667,354,124.375,768,71.79166667,195,323,861,299.8333333,982,9,11.95833333,16,0.2,2.595833333,5.1,1.904,2.121083333,2.432,29.19,67.68,100,16,22.83333333,32,950,950,950,1,0,0
04/04/2013,10706,58.83333333,153,369.7083333,913,313.0416667,1010,58.83333333,153,369.7083333,913,313.0416667,1010,0,4.458333333,10,0.9,2.666666667,4.9,1.016,1.495333333,2.025,20.74,51.21,91.64,14,20.29166667,29,950,955.8333333,960,1,0,0
05/04/2013,10514,122.2083333,420,204.9166667,762,262.9583333,879,55.04166667,140,383.0416667,964,320.6666667,1038,0,2.416666667,7,0.4,2.85,5.4,0.743,1.315208333,2.615,15.57,38.17375,59.24,14,21.83333333,32,950,955,960,1,0,0
06/04/2013,11939,71.29166667,302,285.25,895,286.5416667,994,60.875,150,351.5416667,895,307.0416667,994,4,7.416666667,11,0.6,1.954166667,3.9,1.552,2.284125,2.854,18.45,45.09416667,72.45,17,24.91666667,35,950,950,950,0,1,0
07/04/2013,11934,62.41666667,236,345.0833333,931,308.4583333,1018,55.875,137,369.8333333,931,315,1018,1,7.208333333,14,0.7,2.433333333,4.4,1.412,1.889833333,2.811,13.07,43.38916667,75.4,17,26.95833333,38,940,947.9166667,950,0,1,0
08/04/2013,9710,45.625,109,405.125,987,326,1046,45.625,109,405.125,987,326,1046,-6,3.25,14,0.7,2.3875,4.8,1.012,1.500291667,2.368,6.38,33.85833333,75.16,20,28.58333333,39,940,941.25,950,1,0,0
09/04/2013,11443,43.04166667,109,422.5833333,1010,334.375,1066,43.33333333,109,424.7083333,1010,335.2083333,1066,-11,-2.333333333,8,0.9,1.708333333,3.1,0.544,0.808333333,1.292,4.04,21.72291667,51.38,19,29.29166667,41,940,940,940,1,0,0
10/04/2013,11911,88.70833333,429,292.2916667,950,298,1021,52.625,137,393.4166667,963,327.2916667,1046,-3,0.291666667,8,1.2,3.208333333,5.5,0.716,1.132916667,2.004,10.76,28.35583333,67.98,17,24.58333333,34,940,944.1666667,950,1,0,0
11/04/2013,11729,59.625,151,375.9583333,935,324.25,1038,59.625,151,375.9583333,935,324.25,1038,-3,2.25,8,1.3,2.733333333,3.7,0.993,1.246333333,2.029,13.22,41.53333333,84.96,13,21.70833333,32,940,947.5,950,1,0,0
12/04/2013,11448,104.875,399,270.5416667,907,287.0833333,1024,63.5,166,361.5,907,318.8333333,1024,1,5.083333333,13,0.6,3.745833333,6.5,1.032,1.585333333,2.22,18.88,45.71,87.92,14,22.375,32,940,948.3333333,950,1,0,0
13/04/2013,12011,101.6666667,437,164.75,918,219.875,1008,59.45833333,145,370.125,931,322.9166667,1035,1,8.5,15,1.3,2.929166667,4.5,1.261,1.747083333,2.631,15.41,58.37458333,100,15,23.83333333,34,940,943.75,950,0,1,0
14/04/2013,11341,53.125,133,401.7083333,960,333.2083333,1055,53.125,133,401.7083333,960,333.2083333,1055,-5,2.958333333,15,0.8,2,3.2,0.894,1.094583333,1.798,7.64,39.36375,100,16,26.33333333,37,940,942.5,950,0,1,0
15/04/2013,11010,96.54166667,415,288.25,965,300.6666667,1011,50.125,123,412.0416667,987,336.5833333,1067,-9,-1.25,12,1.1,2.345833333,4.5,0.666,1.063875,1.844,4.84,23.16458333,61.8,20,28.58333333,40,940,943.75,950,1,0,0
16/04/2013,11146,133.8333333,504,167.9583333,840,243.125,808,58.91666667,164,380.3333333,927,325.25,1023,-3,5.833333333,15,0.7,2.2625,4.9,1.423,1.761125,2.42,8.9,37.13708333,75.41,22,28.33333333,38,940,944.5833333,950,1,0,0
17/04/2013,11590,108.3333333,447,268.3333333,935,294.9166667,892,50.25,116,400.9583333,978,334.0833333,1060,-5,5.166666667,14,1.1,2.5,4.6,1.068,1.510625,2.197,5.78,35.23958333,76.29,20,30.58333333,42,940,943.3333333,950,1,0,0
18/04/2013,11697,98.25,443,319.7916667,904,305.7083333,905,55.29166667,146,392.8333333,925,329.3333333,1035,-4,-0.583333333,9,0.9,3.545833333,7,1.411,1.558125,1.72,10.63,22.66,48.73,16,26.125,34,940,946.6666667,950,1,0,0
